,fullVisitorId,totals.transactionRevenue,totals.hits,totals.pageviews,visitNumber,visitStartTime,totals.bounces,totals.newVisits,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem,geoNetwork.city,geoNetwork.continent,geoNetwork.country,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.region,geoNetwork.subContinent,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.isTrueDirect
225165,2.7526887980726083e+18,71900000.0,15.0,13.0,4.0,1481212408.0,0.0,0.0,6,35,0,7,38,2,218,30,0,255,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225168,8.767731065918299e+18,311840000.0,15.0,15.0,1.0,1481207382.0,0.0,1.0,6,35,0,3,911,2,218,116,0,118,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225173,5.499586218726741e+17,79190000.0,16.0,14.0,1.0,1481228310.0,0.0,1.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225188,2.196740575816501e+18,44790000.0,17.0,17.0,2.0,1481229897.0,0.0,0.0,6,35,0,3,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225194,2.0709739136633966e+18,44790000.0,18.0,15.0,5.0,1481253393.0,0.0,0.0,6,35,0,7,579,2,218,75,31119,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225200,2.4309385068179886e+18,699000000.0,19.0,15.0,1.0,1481228194.0,0.0,1.0,2,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225203,9.876917707689388e+17,809100000.0,20.0,17.0,5.0,1481235321.0,0.0,0.0,3,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,4,3196,171,1,0
225205,7.983896832980034e+18,59990000.0,20.0,16.0,5.0,1481249186.0,0.0,0.0,6,35,0,7,777,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225211,6.061471079783335e+18,79990000.0,21.0,19.0,3.0,1481248931.0,0.0,0.0,2,35,0,7,579,2,218,75,31119,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225215,2.2204687268519841e+18,107960000.0,22.0,18.0,1.0,1481240568.0,0.0,1.0,6,35,0,6,401,2,218,101,0,467,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225220,7.637940533127195e+18,110770000.0,22.0,18.0,9.0,1481229177.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225223,4.0855345591209057e+18,199940000.0,23.0,21.0,5.0,1481217033.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225235,2.7403973459845197e+18,75990000.0,26.0,21.0,3.0,1481250663.0,0.0,0.0,6,35,0,7,746,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225236,5.249500616304413e+18,81900000.0,26.0,24.0,1.0,1481251623.0,0.0,1.0,2,72,1,23,579,2,218,75,12255,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225242,9.224595692758299e+17,75170000.0,27.0,20.0,2.0,1481206787.0,0.0,0.0,6,35,0,7,148,2,218,10,0,246,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225246,9.482544472489335e+18,135970000.0,32.0,26.0,5.0,1481222848.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225257,9.114289649626606e+17,43970000.0,36.0,31.0,2.0,1481225507.0,0.0,0.0,6,35,0,6,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225258,7.58713874975194e+18,24380000.0,38.0,29.0,5.0,1481221397.0,0.0,0.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225259,4.5935515678982415e+18,141920000.0,38.0,30.0,4.0,1481239369.0,0.0,0.0,6,35,0,7,746,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225263,5.257301734697264e+18,86340000.0,44.0,33.0,1.0,1481249107.0,0.0,1.0,6,35,0,7,373,2,218,61,8255,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225265,4.0811138311337574e+18,46980000.0,46.0,42.0,1.0,1481221829.0,0.0,1.0,4,35,0,3,829,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
225266,3.134386734293794e+18,108640000.0,46.0,38.0,6.0,1481208275.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225268,6.318304675637687e+18,242080000.0,49.0,36.0,4.0,1481219878.0,0.0,0.0,5,35,0,7,955,2,218,122,0,482,12,62,1,5458,0,2,9,108,3,3196,208,0,0
225270,6.794112710771177e+18,35970000.0,51.0,36.0,1.0,1481243203.0,0.0,1.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225274,7.638336411447333e+18,288690000.0,55.0,46.0,1.0,1481217343.0,0.0,1.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225276,7.436604361557443e+18,351890000.0,59.0,50.0,3.0,1481235017.0,0.0,0.0,6,35,0,7,182,2,218,19,12255,187,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225277,3.891688110373193e+17,89550000.0,59.0,40.0,6.0,1481251555.0,0.0,0.0,6,35,0,20,579,2,218,75,39450,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225279,8.104799165934477e+18,18390000.0,60.0,39.0,1.0,1481227348.0,0.0,1.0,6,35,0,3,955,2,218,122,39450,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225281,2.7829402562589037e+17,31190000.0,65.0,47.0,2.0,1481226480.0,0.0,0.0,6,35,0,20,955,2,218,122,39450,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225282,3.555404487376101e+18,210360000.0,66.0,47.0,3.0,1481231639.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225283,7.567999450740996e+18,194880000.0,66.0,49.0,1.0,1481209213.0,0.0,1.0,2,35,0,20,383,2,218,75,39450,277,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225285,3.7181248292259983e+18,15970000.0,69.0,53.0,3.0,1481238234.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225288,9.997409246962678e+18,32360000.0,86.0,65.0,2.0,1481250683.0,0.0,0.0,6,35,0,7,911,2,218,116,0,118,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225291,7.093434431157112e+18,263920000.0,166.0,114.0,1.0,1481257473.0,0.0,1.0,6,35,0,7,463,2,218,61,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225292,4.997974283801871e+18,981300000.0,169.0,116.0,1.0,1481249095.0,0.0,1.0,6,35,0,20,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
225302,1.9064281643808566e+17,31800000.0,12.0,11.0,8.0,1481214256.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225304,6.100219091617646e+18,30380000.0,17.0,15.0,3.0,1481250945.0,0.0,0.0,2,35,0,6,401,2,218,101,0,467,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225306,7.95270936799952e+18,12990000.0,22.0,16.0,2.0,1481233298.0,0.0,0.0,4,72,1,23,955,2,36,122,38725,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
225316,8.732851930858933e+18,108750000.0,42.0,36.0,12.0,1481231863.0,0.0,0.0,6,35,0,7,383,2,218,75,0,277,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225334,9.019965756278401e+18,12990000.0,19.0,18.0,1.0,1481247340.0,0.0,1.0,4,35,1,1,955,2,218,122,39450,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
225336,1.8185214555999153e+18,16990000.0,21.0,18.0,1.0,1481238769.0,0.0,1.0,2,35,0,20,748,2,218,99,31119,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225413,3.631468795643449e+18,279720000.0,9.0,9.0,1.0,1481239167.0,0.0,1.0,4,35,0,20,749,2,218,100,38725,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
225449,3.891688110373193e+17,70360000.0,47.0,34.0,5.0,1481209775.0,0.0,0.0,6,35,0,20,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225483,5.307769904087887e+16,18990000.0,13.0,11.0,1.0,1481204256.0,0.0,1.0,4,47,0,20,579,2,218,75,38725,280,12,62,3,59008,11,3,4,11,5,3196,208,1,1
225491,1.917703421889337e+18,18990000.0,18.0,18.0,1.0,1481227030.0,0.0,1.0,2,35,0,20,579,2,218,75,7452,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225501,6.601465806471349e+18,19990000.0,43.0,30.0,1.0,1481230895.0,0.0,1.0,4,35,0,20,579,2,218,75,9462,280,12,62,3,59008,11,3,4,11,5,3196,208,1,1
225513,6.392933882994139e+18,55990000.0,12.0,12.0,2.0,1481252185.0,0.0,0.0,4,72,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
225516,9.54634272450795e+18,128970000.0,55.0,24.0,4.0,1481217415.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
225528,9.236111873622098e+18,79990000.0,22.0,20.0,3.0,1481237714.0,0.0,0.0,2,35,0,6,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225530,3.575272597943169e+18,39990000.0,10.0,9.0,1.0,1481230497.0,0.0,1.0,2,35,0,20,229,2,218,26,9033,430,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225535,9.155733677303509e+18,61580000.0,17.0,14.0,5.0,1481233242.0,0.0,0.0,2,35,0,7,751,2,218,100,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225537,4.2462393573082854e+18,18990000.0,14.0,13.0,2.0,1481234652.0,0.0,0.0,4,35,0,7,955,2,218,122,31811,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
225538,7.791078864108008e+16,51990000.0,12.0,11.0,3.0,1481248782.0,0.0,0.0,2,43,0,20,955,2,218,122,31119,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225541,1.192017691376652e+18,36970000.0,47.0,33.0,1.0,1481259782.0,0.0,1.0,2,72,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
225545,7.39473438432076e+18,44950000.0,15.0,12.0,1.0,1481223329.0,0.0,1.0,2,47,0,20,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
229330,6.214016505412778e+18,44790000.0,11.0,11.0,2.0,1484766510.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229359,9.911363060681535e+18,13590000.0,12.0,10.0,1.0,1484767482.0,0.0,1.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229367,3.2157294291985644e+18,15990000.0,12.0,11.0,7.0,1484752844.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
229386,2.078583228250255e+18,15190000.0,14.0,14.0,1.0,1484785451.0,0.0,1.0,6,35,0,6,463,2,218,61,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229400,3.515453378186105e+18,24990000.0,15.0,12.0,4.0,1484799312.0,0.0,0.0,4,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
229411,9.715798393834234e+18,44790000.0,15.0,13.0,1.0,1484756318.0,0.0,1.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229429,1.740516675967625e+18,878900000.0,17.0,13.0,2.0,1484791498.0,0.0,0.0,6,35,0,7,911,2,218,116,0,118,12,62,3,59008,11,3,4,3327,6,0,358,1,0
229439,1.1310863288933738e+18,1498500000.0,17.0,16.0,1.0,1484776178.0,0.0,1.0,2,35,0,20,955,2,218,122,31811,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
229453,5.3346247902588896e+17,19190000.0,19.0,17.0,1.0,1484759391.0,0.0,1.0,6,35,0,7,540,2,218,100,37125,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229465,1.324866380268873e+18,15190000.0,21.0,19.0,1.0,1484761831.0,0.0,1.0,4,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
229481,4.293807246358895e+18,40770000.0,23.0,21.0,6.0,1484795370.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
229494,5.216258683347806e+18,31970000.0,27.0,20.0,1.0,1484797317.0,0.0,1.0,4,35,0,20,751,2,218,100,7652,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
229500,4.6009606270222254e+18,1990000.0,28.0,24.0,1.0,1484766164.0,0.0,1.0,4,35,0,20,52,2,218,4,13819,149,12,62,3,59008,11,3,4,11,5,3196,208,1,1
229501,7.930731506451372e+18,15990000.0,28.0,23.0,2.0,1484782617.0,0.0,0.0,6,35,0,7,463,2,218,61,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
229507,7.435052038545127e+18,289370000.0,29.0,25.0,31.0,1484794049.0,0.0,0.0,6,35,0,7,540,2,218,100,38725,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
229509,4.748015823262498e+18,20980000.0,29.0,23.0,1.0,1484746867.0,0.0,1.0,4,43,0,7,579,2,218,75,38725,280,12,62,3,59008,11,3,4,11,5,3196,208,1,1
229514,4.5330500973513887e+18,51970000.0,31.0,25.0,2.0,1484750238.0,0.0,0.0,3,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,4,3196,171,1,0
229515,4.786853853214023e+16,117940000.0,31.0,27.0,3.0,1484744069.0,0.0,0.0,2,35,0,20,955,3,108,122,0,482,21,62,3,59008,11,3,4,3327,0,3196,0,1,0
229516,2.2081793401010294e+18,1350700000.0,31.0,27.0,3.0,1484774664.0,0.0,0.0,6,35,0,7,746,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,2198,352,1,0
229522,1.596912606849219e+18,3500000.0,33.0,33.0,6.0,1484796319.0,0.0,0.0,2,35,0,7,579,2,218,75,27268,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
229525,1.0962780482318565e+18,3960000.0,34.0,31.0,1.0,1484731002.0,0.0,1.0,4,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,2381,5,3196,106,1,1
229527,3.916591783246685e+17,44790000.0,35.0,29.0,1.0,1484749718.0,0.0,1.0,6,35,0,6,661,2,218,87,0,314,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229529,2.430400753757981e+16,177990000.0,38.0,33.0,1.0,1484770320.0,0.0,1.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229530,7.396384706323571e+18,213940000.0,38.0,30.0,2.0,1484770141.0,0.0,0.0,4,35,1,1,751,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
229531,1.48135394525872e+17,82920000.0,39.0,28.0,2.0,1484770707.0,0.0,0.0,4,35,0,6,579,2,218,75,30158,280,12,62,3,59008,11,3,4,11,5,3196,208,1,0
229536,6.64558512654822e+18,79990000.0,41.0,36.0,2.0,1484791493.0,0.0,0.0,6,35,0,3,955,2,218,122,30158,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229538,1.440024345080708e+18,106320000.0,42.0,32.0,1.0,1484752096.0,0.0,1.0,4,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
229540,7.443076035986689e+17,27180000.0,45.0,34.0,2.0,1484766245.0,0.0,0.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
229541,3.114573633240275e+18,567030000.0,47.0,39.0,11.0,1484795003.0,0.0,0.0,4,35,0,3,955,2,218,122,7652,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
229543,6.010250598436086e+18,570260000.0,50.0,41.0,12.0,1484752541.0,0.0,0.0,2,35,0,20,955,2,218,122,39450,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
229548,7.254480785524182e+18,164840000.0,57.0,46.0,2.0,1484760650.0,0.0,0.0,5,35,0,7,59,2,218,6,0,430,12,62,1,46037,0,2,9,125,3,3196,208,0,1
229549,5.112948888194419e+18,151350000.0,57.0,47.0,1.0,1484793219.0,0.0,1.0,2,35,0,7,579,2,218,75,30158,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
229550,1.6209487103440328e+18,103180000.0,57.0,45.0,1.0,1484805232.0,0.0,1.0,6,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229551,3.136171791619751e+18,39140000.0,58.0,48.0,1.0,1484793371.0,0.0,1.0,6,35,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
229552,6.714179525925732e+17,105940000.0,63.0,44.0,2.0,1484763664.0,0.0,0.0,4,35,0,7,52,2,218,4,0,149,12,62,3,59008,11,3,4,3327,5,3196,208,1,0
229882,9.935876634073969e+18,3980000.0,33.0,29.0,3.0,1484801431.0,0.0,0.0,7,35,0,20,955,2,218,122,38725,482,12,62,3,59008,11,3,4,3327,6,2579,497,1,0
230688,6.956302397586004e+16,19990000.0,9.0,9.0,4.0,1477008652.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
230724,2.5173647988117407e+18,2733050000.0,10.0,10.0,6.0,1477009448.0,0.0,0.0,2,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
230829,435324061339869.0,44790000.0,14.0,11.0,2.0,1477013621.0,0.0,0.0,6,35,0,7,148,2,218,10,0,246,12,62,3,59008,11,3,4,3327,6,0,358,1,0
230863,3.3201295175443077e+18,131130000.0,16.0,14.0,3.0,1476973322.0,0.0,0.0,6,35,0,6,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
230875,9.095439474545828e+18,16990000.0,16.0,15.0,4.0,1476976393.0,0.0,0.0,4,35,0,7,749,2,218,100,38725,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
230892,5.5193051498905805e+17,167650000.0,18.0,14.0,1.0,1476981654.0,0.0,1.0,6,35,0,7,38,2,218,30,0,255,12,62,3,59008,11,3,4,3327,6,0,358,1,1
230898,6.545879007886241e+18,19190000.0,18.0,16.0,1.0,1476996922.0,0.0,1.0,6,35,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
230906,5.698598746272991e+18,16990000.0,19.0,17.0,1.0,1476982525.0,0.0,1.0,4,35,0,20,955,2,218,122,12547,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
230908,4.868132753873877e+18,5990000.0,19.0,16.0,2.0,1476979205.0,0.0,0.0,4,35,0,7,955,2,218,122,39450,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
230914,6.956302397586004e+16,39960000.0,20.0,18.0,2.0,1477004067.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
230924,8.198013259158335e+18,35980000.0,21.0,18.0,1.0,1476983514.0,0.0,1.0,5,35,0,7,955,2,218,122,40832,482,12,62,1,46470,0,2,9,108,3,3196,208,0,1
230945,9.81702452556722e+18,134370000.0,25.0,20.0,2.0,1476998040.0,0.0,0.0,6,35,0,7,540,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
230972,5.379976176141743e+18,39990000.0,30.0,25.0,1.0,1477015823.0,0.0,1.0,2,35,0,20,567,2,218,73,0,429,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
230973,9.288317723210125e+17,1590000.0,30.0,25.0,1.0,1477009458.0,0.0,1.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
230974,3.885401047730347e+17,1250850000.0,30.0,24.0,1.0,1476976852.0,0.0,1.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
230981,6.773346222137141e+18,31990000.0,34.0,25.0,1.0,1476970542.0,0.0,1.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
230985,8.714966583330148e+17,33980000.0,35.0,25.0,3.0,1476996127.0,0.0,0.0,5,35,0,20,955,2,218,122,38725,482,12,62,1,46447,0,2,9,108,3,3196,208,0,1
230986,6.801016533412506e+18,16990000.0,35.0,16.0,1.0,1476999489.0,0.0,1.0,5,35,0,7,955,2,218,122,25650,482,12,62,1,24150,0,2,9,108,3,3196,208,0,1
230994,2.402527199731151e+18,956000000.0,37.0,26.0,5.0,1476985564.0,0.0,0.0,2,35,0,3,182,2,218,19,0,187,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
231001,1.5116336905974963e+18,407400000.0,41.0,32.0,6.0,1476999438.0,0.0,0.0,2,35,0,7,182,2,218,19,0,187,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
231002,2.435691687281327e+18,128700000.0,42.0,30.0,3.0,1476996081.0,0.0,0.0,6,35,0,7,567,2,218,73,0,429,12,62,3,59008,11,3,4,3327,6,0,358,1,0
231004,8.740176326132718e+18,237570000.0,44.0,40.0,5.0,1477010034.0,0.0,0.0,4,35,0,3,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,5,3196,208,1,0
231006,2.82757350924231e+18,74990000.0,45.0,34.0,1.0,1476987107.0,0.0,1.0,4,43,0,20,955,2,218,122,30158,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
231009,4.9615653658601856e+17,40800000.0,47.0,35.0,2.0,1476982148.0,0.0,0.0,6,35,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
231011,3.016156035276405e+18,113960000.0,49.0,35.0,1.0,1476947489.0,0.0,1.0,4,72,2,23,955,3,93,122,38725,482,18,62,3,59008,11,3,4,11,5,3196,208,1,1
231016,4.99019887406351e+18,27980000.0,53.0,41.0,1.0,1477021389.0,0.0,1.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
231018,7.911172514249337e+18,49190000.0,59.0,45.0,1.0,1476973254.0,0.0,1.0,6,35,0,7,59,2,218,6,0,430,12,62,3,59008,11,3,4,3327,6,0,358,1,1
231019,5.201260022301343e+18,139950000.0,62.0,48.0,1.0,1477005308.0,0.0,1.0,4,35,0,20,360,2,218,46,0,430,12,62,3,59008,11,3,4,11,5,3196,208,1,1
231021,3.6351166688196644e+18,91980000.0,66.0,57.0,1.0,1476996573.0,0.0,1.0,4,72,2,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
231025,5.662333572351288e+17,79130000.0,74.0,54.0,4.0,1476991927.0,0.0,0.0,6,35,0,7,955,4,217,122,38725,482,13,62,3,59008,11,3,4,3327,6,0,358,1,0
234673,2.5464646049122207e+18,416800000.0,5.0,5.0,11.0,1485014740.0,0.0,0.0,4,35,0,3,955,2,218,122,8255,482,12,62,3,59008,11,3,4,2735,5,3196,208,1,1
234841,3.4302599881932836e+18,16990000.0,12.0,10.0,2.0,1485026682.0,0.0,0.0,4,35,0,7,955,2,218,122,31119,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
234867,3.513351372508524e+18,19960000.0,15.0,13.0,2.0,1485043299.0,0.0,0.0,5,35,0,20,955,2,218,122,0,482,12,62,1,45619,0,2,9,125,3,3196,208,0,0
234898,6.702410231065531e+18,55980000.0,23.0,22.0,1.0,1485015763.0,0.0,1.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
234908,6.961799001356573e+18,79990000.0,26.0,23.0,1.0,1485024534.0,0.0,1.0,6,35,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
234920,4.58492684221277e+18,37980000.0,32.0,22.0,4.0,1485063570.0,0.0,0.0,4,35,1,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
234924,5.427998959103702e+16,79190000.0,34.0,29.0,3.0,1485026562.0,0.0,0.0,6,35,0,7,762,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
234927,7.861268750444371e+18,41560000.0,36.0,29.0,2.0,1485056607.0,0.0,0.0,5,35,0,7,1,2,218,0,0,0,12,62,1,325,0,2,9,125,3,3196,208,0,1
234930,1.28581116052271e+18,15190000.0,38.0,28.0,7.0,1485055110.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
234935,3.4409413576534733e+18,101950000.0,46.0,36.0,2.0,1485041614.0,0.0,0.0,5,35,0,7,540,2,218,100,35989,73,12,62,1,6556,0,2,9,108,3,3196,208,0,1
234937,3.13843320965323e+18,34960000.0,51.0,41.0,1.0,1485018827.0,0.0,1.0,4,72,1,23,955,2,218,122,31119,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
236615,3.841458002774357e+18,30390000.0,11.0,9.0,5.0,1485749109.0,0.0,0.0,6,35,0,7,38,2,218,30,36324,255,12,62,3,59008,11,3,4,3327,6,0,358,1,0
236628,8.555796813035857e+17,7980000.0,12.0,12.0,2.0,1485715194.0,0.0,0.0,6,35,0,7,749,2,218,100,7653,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
236734,7.065662789249975e+18,82960000.0,25.0,21.0,1.0,1485730053.0,0.0,1.0,5,35,0,20,955,2,218,122,8255,482,12,62,1,23907,0,2,9,108,3,3196,208,0,1
236741,7.077546092404788e+18,101970000.0,27.0,21.0,1.0,1485728697.0,0.0,1.0,4,35,0,7,955,2,218,122,18801,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
236743,9.207853176263735e+17,55990000.0,28.0,23.0,1.0,1485710273.0,0.0,1.0,4,35,1,1,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
236746,1.444097777351911e+18,20980000.0,28.0,22.0,2.0,1485701876.0,0.0,0.0,4,72,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
236750,6.331108098497207e+18,51990000.0,30.0,23.0,5.0,1485711548.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
236752,5.479337178249733e+18,18990000.0,31.0,29.0,3.0,1485750835.0,0.0,0.0,4,72,2,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
236758,9.089132392240688e+18,1157800000.0,35.0,25.0,16.0,1485737724.0,0.0,0.0,2,72,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
236760,6.575507973076036e+18,6490000.0,36.0,32.0,1.0,1485737683.0,0.0,1.0,4,35,0,7,955,2,218,122,27268,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
