fullVisitorId,visitNumber,totals.pageviews,totals.transactionRevenue,totals.hits
1582753362351351109,1.0,24.0,14380000.0,30.0
158490408567482105,15.0,27.0,88950000.0,28.0
1589619757343679069,1.0,34.0,18990000.0,39.0
1590294463633434388,1.0,8.0,15980000.0,10.0
1591673974231051081,3.0,103.0,523130000.0,128.0
1592947394109793824,3.0,44.0,27980000.0,55.0
1595241437544943333,3.0,18.0,30380000.0,22.0
1596310256826367221,1.0,40.0,43980000.0,56.0
1596912606849218999,36.0,97.0,10500000.0,102.0
1599233696438848114,1.0,88.0,3910000.0,122.0
1599573902620912792,1.0,23.0,10990000.0,29.0
1599852514978862986,36.0,176.0,9480000.0,245.0
1600149537033335850,15.0,145.0,524340000.0,209.0
1603437381497416129,22.0,19.0,44790000.0,21.0
160370198171303042,15.0,60.0,45430000.0,78.0
160507326253742421,1.0,31.0,28970000.0,34.0
160575523826516091,3.0,31.0,16990000.0,35.0
1614193653421769557,2.0,42.0,56910000.0,54.0
1614961404175770147,3.0,45.0,18990000.0,123.0
1615259019878986588,10.0,37.0,125560000.0,47.0
1617666835102825483,21.0,29.0,35140000.0,35.0
1618182564447890733,15.0,48.0,69480000.0,56.0
1618402686799055031,33.0,68.0,1007830000.0,80.0
1618884882553763938,60.0,169.0,213860000.0,221.0
1620948710344032805,3.0,47.0,103180000.0,59.0
1627208831212925916,3.0,30.0,30390000.0,38.0
1627561548063707415,1.0,26.0,59170000.0,33.0
1628482803394048934,3.0,36.0,33980000.0,42.0
1630629303487703081,214.0,87.0,76990000.0,105.0
1631417180035527260,3.0,41.0,36970000.0,50.0
1631675056945352864,1.0,24.0,16990000.0,26.0
1634312136039689042,1.0,15.0,10390000.0,17.0
1634397925109674668,22.0,81.0,73950000.0,100.0
1634435651836897425,37.0,92.0,9190000.0,109.0
1634896680671589410,10.0,63.0,285900000.0,88.0
1636432037261130042,12.0,69.0,207140000.0,93.0
1637147905663688954,10.0,59.0,239700000.0,76.0
1637834892997291095,6.0,34.0,87190000.0,36.0
163790840341192154,1.0,23.0,43720000.0,29.0
1638541388980172603,1.0,46.0,215800000.0,58.0
1638979583737081570,21.0,75.0,17460000.0,87.0
1639072713254976825,6.0,19.0,19990000.0,29.0
163910434575936100,10.0,43.0,13900000.0,50.0
1639589047263376521,300.0,272.0,245500000.0,330.0
1642230725550397951,10.0,60.0,69990000.0,78.0
1642287207440792926,3.0,45.0,39990000.0,46.0
1643426621514516428,1.0,13.0,10990000.0,15.0
1644386614096076703,36.0,57.0,25880000.0,64.0
1644471510299169992,3.0,18.0,18990000.0,18.0
1646747992905805330,16.0,73.0,556720000.0,80.0
16474246784013973,1.0,15.0,33590000.0,16.0
1647919038367422597,1.0,13.0,15190000.0,13.0
1648291834073448774,6.0,55.0,9980000.0,67.0
1649731062336600949,1.0,43.0,17590000.0,49.0
165104775254170953,78.0,55.0,55990000.0,64.0
165109760635455356,1.0,25.0,108120000.0,31.0
1651859636793476193,15.0,86.0,475140000.0,114.0
1655187180977818687,1.0,25.0,62110000.0,31.0
1655308906576481640,6.0,128.0,58460000.0,147.0
1655430627864078480,7.0,78.0,99980000.0,94.0
1656531747952187328,10.0,56.0,310010000.0,64.0
1656927552400476520,3.0,95.0,42870000.0,107.0
1657507319554207584,3.0,57.0,49990000.0,62.0
1658702239532336072,6.0,41.0,44790000.0,50.0
1659300808857863875,1.0,59.0,396580000.0,86.0
166183639311529563,3.0,44.0,29990000.0,49.0
1661905858765979960,2.0,28.0,58790000.0,35.0
1663588776724483567,6.0,32.0,49040000.0,38.0
1664525507644438639,13.0,91.0,166970000.0,110.0
1665687379365770562,6.0,20.0,13590000.0,27.0
1665883834078021725,3.0,59.0,761640000.0,78.0
1667204559662879956,3.0,30.0,153480000.0,36.0
1667607933860052004,3.0,22.0,79990000.0,24.0
1668298604221469868,6.0,24.0,44790000.0,27.0
1669683377813905780,1.0,20.0,14690000.0,23.0
1671489519986365799,1.0,41.0,26480000.0,48.0
1672029100835337721,3.0,22.0,37870000.0,29.0
1672614276054120363,26.0,63.0,164680000.0,83.0
1673188218512892503,1.0,34.0,79990000.0,48.0
1675106320886128979,1.0,15.0,30390000.0,17.0
1675171647898452800,28.0,43.0,731920000.0,51.0
1675175168497645253,1.0,27.0,35980000.0,33.0
1675608109098320028,3.0,59.0,43990000.0,82.0
1676917972388479950,21.0,116.0,739850000.0,146.0
1677668617700674850,4.0,28.0,67730000.0,37.0
1680034700682349362,6.0,57.0,120050000.0,65.0
1680230246971032368,1.0,38.0,16990000.0,42.0
1680608096479293368,1.0,24.0,38980000.0,28.0
1681725530840871996,6.0,21.0,22990000.0,26.0
1681975491896946073,15.0,34.0,50970000.0,37.0
1682749722677874840,10.0,37.0,41990000.0,46.0
1685152054831161722,6.0,21.0,41990000.0,23.0
1685233972617661487,6.0,62.0,41980000.0,73.0
1685335291483410828,1.0,18.0,2990000.0,18.0
168621227564680642,3.0,17.0,8990000.0,19.0
1687498847515773010,65.0,59.0,20980000.0,65.0
1689971713322520548,11.0,46.0,15580000.0,58.0
1691262461712944619,168.0,199.0,628930000.0,260.0
16925875208939543,23.0,46.0,122980000.0,64.0
169337349809177349,6.0,29.0,611550000.0,32.0
1693439860882386132,1.0,15.0,27280000.0,18.0
169374166787808619,3.0,12.0,1500000.0,15.0
1697669626154342415,1.0,42.0,55990000.0,46.0
1700283249840383567,1.0,26.0,18990000.0,36.0
1700609130289534908,1.0,18.0,18990000.0,22.0
170075213753657012,6.0,23.0,19190000.0,27.0
1702474213534153249,6.0,20.0,30390000.0,22.0
1703470801983285779,1.0,18.0,37490000.0,22.0
1704026974933419709,2.0,22.0,43980000.0,27.0
1704063406667441937,1.0,28.0,18990000.0,29.0
1704269846042149545,3.0,10.0,126200000.0,11.0
1705138501904167944,1.0,34.0,33450000.0,44.0
1706545499690432606,1.0,48.0,44480000.0,60.0
1707391697504379709,3.0,17.0,15190000.0,17.0
1707670844479658461,6.0,74.0,285640000.0,103.0
1708063999877429517,45.0,96.0,515160000.0,123.0
170829442621021492,22.0,42.0,53170000.0,48.0
1709139009550735099,1.0,32.0,50980000.0,38.0
1709922121501026166,28.0,151.0,250000000.0,159.0
1710028680254834304,15.0,80.0,36960000.0,109.0
1710046532262949205,66.0,164.0,747360000.0,216.0
1710276641442998015,2.0,47.0,19990000.0,56.0
1712066703099487652,78.0,162.0,64780000.0,196.0
1712593526957170290,1.0,29.0,21470000.0,36.0
1713847086511016991,3.0,19.0,29990000.0,23.0
1714224568602115388,1.0,31.0,44980000.0,36.0
1716182036681293379,6.0,38.0,19580000.0,49.0
1716600198046366985,1.0,71.0,65570000.0,98.0
1716654206018570028,1.0,15.0,18990000.0,16.0
1717181767260918300,10.0,74.0,102980000.0,88.0
1720006022504089919,886.0,231.0,139960000.0,274.0
1720310829947016346,3.0,27.0,73340000.0,31.0
1720457021844230550,15.0,43.0,118240000.0,63.0
1720622772821071507,1.0,31.0,16790000.0,32.0
1721806610766296421,11.0,34.0,39190000.0,44.0
1722461121471854562,6.0,83.0,27980000.0,109.0
1722480716347032461,6.0,32.0,78050000.0,44.0
1722806790293902576,15.0,76.0,201460000.0,93.0
1724440306318274648,45.0,94.0,346320000.0,126.0
1725664254318126808,28.0,27.0,10990000.0,31.0
1725749160800980058,3.0,39.0,33580000.0,49.0
1727189977391865279,10.0,40.0,60280000.0,41.0
1727477169866925669,1.0,14.0,16990000.0,16.0
1727715375435944327,9.0,67.0,911360000.0,96.0
1728187854815713111,1.0,26.0,55310000.0,32.0
1729268530542917241,1.0,22.0,28090000.0,29.0
1729629382364849141,15.0,100.0,177570000.0,137.0
173033808547433503,6.0,54.0,4990000.0,72.0
1733292548126989965,1.0,15.0,33590000.0,15.0
1733632650779554771,1.0,22.0,47820000.0,27.0
1735733574864942932,3.0,83.0,108720000.0,111.0
1735957877782185847,10.0,60.0,55430000.0,78.0
1738165466373863553,1.0,14.0,19990000.0,15.0
1738541796150061082,21.0,115.0,109180000.0,161.0
173863901552294318,190.0,270.0,184680000.0,357.0
1738877552800780559,3.0,28.0,17590000.0,31.0
1739823917347946740,294.0,148.0,115990000.0,224.0
1740096949560523754,22.0,35.0,57980000.0,37.0
1740516675967625074,3.0,21.0,878900000.0,28.0
1741172694620038876,1.0,44.0,66150000.0,67.0
1743601806406480727,1.0,78.0,366950000.0,126.0
1743883708888557342,3.0,19.0,366850000.0,21.0
174589862877239119,6.0,92.0,15290000.0,126.0
1747158285206837296,1.0,23.0,143880000.0,30.0
1748823667691888878,6.0,91.0,77720000.0,119.0
1749853719127085935,1.0,11.0,23990000.0,13.0
1750309305209868521,21.0,88.0,127950000.0,108.0
1750514406451146951,6.0,34.0,81460000.0,44.0
1751309915031023278,21.0,56.0,34280000.0,71.0
1754237628873479248,3.0,43.0,18210000.0,47.0
1754913906837979962,3.0,29.0,91600000.0,36.0
175507400983740299,3.0,57.0,15490000.0,68.0
1755285075789070273,15.0,41.0,10990000.0,45.0
1755438626455874650,2.0,39.0,79940000.0,47.0
175784634919851322,3.0,33.0,143800000.0,44.0
1758112154920698235,15.0,28.0,63150000.0,41.0
1758403603414007957,10.0,74.0,34490000.0,99.0
1759164715589442181,1.0,43.0,18980000.0,52.0
1759399397245145519,1.0,13.0,63600000.0,15.0
1759779356678951325,294.0,499.0,3101350000.0,688.0
176005021706950083,1.0,26.0,7990000.0,33.0
1761084588077503545,3.0,32.0,36190000.0,40.0
1761613768305103159,10.0,35.0,87990000.0,43.0
1761839274702082188,15.0,30.0,476070000.0,32.0
1762309596636885789,6.0,43.0,652520000.0,59.0
1762540039573649288,3.0,20.0,44000000.0,24.0
1765174534207542006,2.0,15.0,79990000.0,19.0
1765448131945417161,1.0,25.0,76340000.0,35.0
1766466254683326555,1.0,18.0,16470000.0,27.0
1766574900434071803,1.0,17.0,79990000.0,22.0
1772086270996280264,5.0,26.0,95400000.0,38.0
1773585151550770060,1.0,18.0,19990000.0,21.0
1774472718303082739,6.0,70.0,15390000.0,100.0
177468866234312315,6.0,45.0,41770000.0,53.0
177475133170193656,1.0,23.0,223800000.0,32.0
1774756696067199606,21.0,103.0,558850000.0,148.0
1776097454835233933,3.0,64.0,95990000.0,87.0
1776208883064739758,10.0,35.0,16990000.0,38.0
1776658355119092313,3.0,18.0,395730000.0,21.0
1778974333351485878,1.0,31.0,204740000.0,44.0
1781010856470588280,1.0,34.0,12480000.0,39.0
1781628475193347891,1.0,44.0,36040000.0,57.0
1783689121802630504,3.0,30.0,44790000.0,37.0
1783799156295580451,1.0,42.0,136970000.0,53.0
1785770568670204175,10.0,72.0,200510000.0,97.0
1786848071715293136,15.0,69.0,19480000.0,89.0
1787782148988607954,1.0,15.0,24990000.0,17.0
1788821557612068875,6.0,30.0,74990000.0,31.0
1790056396751623380,36.0,38.0,41990000.0,50.0
1790257828518199138,1.0,45.0,147930000.0,63.0
1790630358090197146,3.0,75.0,56970000.0,100.0
1791403729056755993,1.0,12.0,72980000.0,12.0
179180640146798691,15.0,76.0,262700000.0,103.0
1794229321970124318,1.0,34.0,84060000.0,51.0
1794290733386551396,75.0,93.0,72750000.0,120.0
1796752581308376483,2.0,26.0,40950000.0,34.0
1799218307967476916,1.0,14.0,16990000.0,16.0
1799384320519544940,1.0,29.0,65570000.0,34.0
1799811796285351595,5.0,26.0,89580000.0,30.0
1804930412747691262,6.0,55.0,43810000.0,67.0
1805199738118049735,1.0,23.0,66140000.0,27.0
1806006534240481243,6.0,32.0,56980000.0,39.0
1807168875830631146,43.0,64.0,268740000.0,84.0
1807459329834754968,1.0,70.0,74940000.0,80.0
180838537120109242,1.0,32.0,13590000.0,48.0
1811633901162134575,3.0,45.0,60970000.0,62.0
181376187781387051,3.0,15.0,335750000.0,17.0
1814166460229302850,120.0,640.0,7042510000.0,916.0
1814633817459117169,3.0,20.0,25490000.0,28.0
1817098361006619114,3.0,26.0,19980000.0,26.0
1817256435818850257,744.0,100.0,25000000.0,126.0
1817311646985254835,1.0,36.0,24990000.0,43.0
1818521455599915164,1.0,18.0,16990000.0,21.0
1820693889236774017,1.0,17.0,18990000.0,17.0
1824403942849017875,3.0,33.0,36740000.0,43.0
18248151443924739,1.0,22.0,45940000.0,26.0
1827094194524010860,1.0,16.0,13980000.0,16.0
1827763305655925232,10.0,102.0,386150000.0,148.0
1828339986405784308,21.0,46.0,226180000.0,50.0
1828950887342366657,1.0,15.0,24990000.0,17.0
1829928690197170019,3.0,66.0,196210000.0,88.0
1830678414845743421,3.0,49.0,121960000.0,60.0
1831648988411088045,3.0,50.0,80280000.0,57.0
1832154460054501004,10.0,43.0,15290000.0,52.0
1832346198788998091,3.0,27.0,5970000.0,37.0
183237071516128923,1.0,17.0,11980000.0,17.0
1833282132105102358,1.0,13.0,33590000.0,15.0
1833474884498014374,3.0,19.0,67180000.0,22.0
1833888103682137596,1.0,20.0,19990000.0,20.0
1835011488823009985,3.0,54.0,162230000.0,72.0
1835132804289989526,85.0,100.0,132670000.0,142.0
1836393666420378947,1.0,21.0,59990000.0,24.0
1838185518562718832,36.0,67.0,29980000.0,77.0
1840851331130609869,3.0,32.0,79990000.0,37.0
1841706161179042539,15.0,45.0,33590000.0,46.0
1842106171508051051,10.0,42.0,30980000.0,45.0
1845281550200982748,3.0,35.0,98990000.0,39.0
1845526144888947016,1.0,15.0,33590000.0,18.0
1845647655328676272,3.0,42.0,191200000.0,64.0
1849906954215296139,3.0,29.0,102930000.0,32.0
185156579195979630,6.0,50.0,13590000.0,62.0
1852474862116270404,21.0,98.0,217560000.0,115.0
1852649172317720042,15.0,69.0,40440000.0,88.0
1853354006844038889,3.0,74.0,109880000.0,103.0
1853598182868352688,1.0,13.0,15190000.0,13.0
1854405837570982370,3.0,46.0,45670000.0,60.0
1856789034184748379,36.0,56.0,55990000.0,60.0
1859923053751186774,1.0,11.0,19190000.0,11.0
1859987569807691827,14.0,43.0,15990000.0,47.0
1860043119343068169,6.0,50.0,66940000.0,60.0
1860143669054960648,3.0,29.0,19990000.0,33.0
1860697994072848784,28.0,40.0,57260000.0,45.0
186231215995844689,6.0,14.0,31980000.0,18.0
1862421020619343868,6.0,91.0,84780000.0,114.0
1862546724568841127,3.0,18.0,75960000.0,18.0
1863054289029276927,28.0,28.0,447200000.0,33.0
1863623332795455287,1.0,82.0,89970000.0,99.0
1864017936714423665,1.0,62.0,40930000.0,78.0
1864783493750770519,24.0,19.0,44770000.0,19.0
1865140170192827585,3.0,42.0,74620000.0,52.0
1866457015323944789,1.0,15.0,14980000.0,21.0
1868405397995157975,1.0,24.0,7200000.0,24.0
1868935000075627039,10.0,35.0,21990000.0,44.0
1869599090210681270,171.0,89.0,1303500000.0,108.0
187116230369481128,18.0,26.0,20140000.0,31.0
1871702930440783292,1.0,14.0,15190000.0,16.0
1872757799140819375,1.0,15.0,10500000.0,19.0
1875268638592946287,6.0,17.0,16990000.0,17.0
1875834855839567395,6.0,51.0,95030000.0,65.0
187866444913017683,3.0,23.0,71960000.0,26.0
1878787981465510145,3.0,31.0,679200000.0,42.0
1881458907401964229,22.0,141.0,304710000.0,193.0
1882187047309796513,3.0,34.0,10990000.0,40.0
1882371542926030102,1.0,28.0,10990000.0,35.0
1884511874414753238,28.0,385.0,128320000.0,515.0
1885392946834138494,1.0,40.0,161750000.0,51.0
1885575457462592909,1.0,44.0,44460000.0,58.0
1885676882208410768,1.0,19.0,10990000.0,23.0
1888745689624472388,36.0,120.0,73980000.0,159.0
1889119833894765206,2.0,24.0,694600000.0,33.0
1889446797400507159,3.0,45.0,102320000.0,66.0
1891695043841609231,3.0,53.0,67320000.0,64.0
1891868313007224972,6.0,31.0,30780000.0,35.0
1892415796758956218,10.0,32.0,124750000.0,35.0
1892504515910818669,6.0,67.0,45130000.0,86.0
1894617860778311526,10.0,55.0,649230000.0,74.0
1895007641407662784,10.0,28.0,8750000.0,30.0
1895782678595492670,21.0,55.0,39980000.0,66.0
1896035155990573311,1.0,44.0,276840000.0,62.0
1896927659372882105,3.0,16.0,24990000.0,18.0
1899188148702016323,153.0,155.0,52360000.0,197.0
1900751757344358129,3.0,22.0,191900000.0,26.0
1900860815673587826,15.0,95.0,923610000.0,121.0
1900898927258752827,1.0,20.0,28780000.0,25.0
1901345601701391532,3.0,28.0,21970000.0,36.0
1901353870943864683,3.0,23.0,21990000.0,28.0
1902004978039013090,6.0,41.0,56390000.0,50.0
190492934318255272,28.0,39.0,31590000.0,43.0
1905601603242266663,1.0,56.0,54370000.0,71.0
1906926996764473743,6.0,24.0,244290000.0,29.0
1907472176761894509,21.0,101.0,74380000.0,130.0
1907624706752111002,3.0,41.0,44790000.0,48.0
1907885199880044523,10.0,23.0,379750000.0,49.0
1908025303707716232,10.0,40.0,24990000.0,45.0
1908229962583615364,3.0,28.0,31980000.0,32.0
1911795501373926670,9.0,54.0,110320000.0,69.0
191180858641286054,6.0,49.0,23900000.0,63.0
1912171696404614362,6.0,55.0,69580000.0,62.0
1912325776785517959,3.0,28.0,96760000.0,32.0
1913537324529991256,6.0,45.0,31980000.0,53.0
191473448043211052,3.0,31.0,93970000.0,38.0
1915070543661509940,3.0,38.0,18990000.0,58.0
1915538933685278364,150.0,88.0,100000000.0,105.0
1915695559996088119,1.0,14.0,50970000.0,16.0
1916023905118162049,28.0,120.0,60510000.0,140.0
1916313018112377953,14.0,35.0,52080000.0,47.0
1917703421889337205,1.0,18.0,18990000.0,18.0
1918500785081958231,105.0,101.0,41980000.0,119.0
1919186994660632677,1.0,22.0,33590000.0,25.0
191995188120830505,3.0,77.0,39950000.0,102.0
1921325710867532207,10.0,36.0,80980000.0,46.0
1921879989553252986,16.0,39.0,55990000.0,50.0
1922068803710051901,1.0,22.0,33990000.0,24.0
1922510765164338251,1.0,29.0,27350000.0,37.0
1922536845404331112,3.0,14.0,44790000.0,17.0
192269026404761198,3.0,18.0,18990000.0,19.0
1922879125134891876,5.0,28.0,39170000.0,33.0
1924458237730000404,6.0,43.0,55990000.0,57.0
1924849965126842610,1.0,27.0,60620000.0,38.0
1924994271392732198,6.0,35.0,38980000.0,45.0
1925633389522225305,3.0,49.0,114360000.0,57.0
192710626799609960,1.0,14.0,16990000.0,16.0
1927175312147751345,92.0,168.0,44970000.0,183.0
192847875246565811,21.0,118.0,79990000.0,147.0
1929978424426570223,231.0,94.0,10990000.0,104.0
1930047629399360131,3.0,65.0,42370000.0,91.0
1930306935121258634,10.0,21.0,195300000.0,21.0
1930328247760052001,28.0,46.0,169700000.0,57.0
1930841378800737827,28.0,74.0,76970000.0,89.0
1931486566224793189,6.0,23.0,44790000.0,28.0
1931723981901564088,1.0,23.0,10790000.0,27.0
1936804138170458457,1.0,14.0,40770000.0,14.0
1937147720930640984,3.0,22.0,11980000.0,24.0
1939406125512685779,63.0,56.0,224590000.0,73.0
1939626548556560921,10.0,34.0,48280000.0,43.0
1940236239352027930,6.0,29.0,90980000.0,34.0
1941279334540452285,3.0,37.0,115940000.0,42.0
1941467346897842010,1.0,20.0,73580000.0,20.0
1944533426362788043,3.0,36.0,12990000.0,48.0
1944748031744566172,6.0,75.0,167170000.0,95.0
1945356518747036397,6.0,27.0,475000000.0,37.0
1945460168303919891,3.0,17.0,25000000.0,20.0
1945823643105525576,10.0,81.0,56640000.0,93.0
1947121287364717065,10.0,11.0,39990000.0,13.0
1947343681843355858,3.0,38.0,301690000.0,50.0
1950054804441363108,6.0,46.0,101970000.0,59.0
1952489722981028031,6.0,53.0,72750000.0,67.0
195434588004709231,1.0,30.0,72740000.0,33.0
1956307607572137989,510.0,710.0,5178710000.0,964.0
1957458976293878100,50447.0,4160.0,77113430000.0,4995.0
1958027061626351603,3.0,78.0,179610000.0,119.0
1958192249642375634,1.0,17.0,43980000.0,23.0
1958518504412290611,1.0,17.0,25980000.0,17.0
1959133989198624732,171.0,72.0,78330000.0,89.0
1964064266327682396,1.0,25.0,66950000.0,31.0
1965269945643678897,1.0,39.0,71960000.0,67.0
1965405491406486388,1.0,15.0,249750000.0,18.0
1966408168791591743,6.0,104.0,279580000.0,139.0
196856185999787180,50.0,41.0,222960000.0,57.0
196884374665560705,1.0,21.0,15190000.0,21.0
1970566993843297718,10.0,52.0,87410000.0,64.0
1971879185768782326,3.0,107.0,82370000.0,125.0
1973279275238171732,6.0,49.0,20890000.0,61.0
1973770164859106217,3.0,43.0,83990000.0,60.0
1974892456165187964,1.0,22.0,115140000.0,26.0
1977171862732443916,21.0,35.0,1437750000.0,48.0
1977256117656372433,1.0,24.0,31930000.0,31.0
1977361136349656353,3.0,17.0,44790000.0,19.0
1978060402738405098,1.0,24.0,61590000.0,33.0
1978868515963084363,55.0,91.0,271910000.0,111.0
198049799955668412,1.0,15.0,27280000.0,15.0
19814677684676098,36.0,60.0,90370000.0,82.0
1983590358337502597,3.0,48.0,43170000.0,54.0
198403235748042235,6.0,70.0,63960000.0,87.0
1984127525672882092,10.0,71.0,44790000.0,100.0
1986045889598602804,3.0,44.0,55990000.0,45.0
1989547808289808392,6.0,36.0,100450000.0,39.0
199097744636621972,1.0,81.0,678050000.0,106.0
1992524663355692792,6.0,28.0,28000000.0,31.0
1995748726207840322,10.0,18.0,15990000.0,19.0
1995912971460656574,8.0,83.0,144710000.0,103.0
1996186587769697436,6.0,64.0,338880000.0,109.0
1996275771691758452,1.0,26.0,20980000.0,32.0
1996773434304553418,10.0,21.0,44790000.0,24.0
1997243885876089475,78.0,97.0,285740000.0,123.0
1997283608635698919,10.0,35.0,17590000.0,42.0
1997401331704594416,1.0,114.0,130880000.0,176.0
1998944550000750737,6.0,30.0,43960000.0,36.0
1999477392807291366,6.0,39.0,354320000.0,51.0
1999795518481333408,10.0,68.0,377170000.0,78.0
1999942187402858600,3.0,33.0,40380000.0,44.0
2001149638183224329,55.0,124.0,840140000.0,181.0
2002941584451367020,1.0,28.0,26310000.0,32.0
2003561262273243977,325.0,137.0,27190000.0,160.0
2003564080152950767,6.0,39.0,76760000.0,49.0
2003719620641352767,10.0,68.0,170420000.0,100.0
2004440512410253851,1.0,81.0,176840000.0,114.0
200523063890471612,15.0,80.0,333040000.0,100.0
2005406430209202726,6.0,94.0,19980000.0,112.0
2006057472534260392,8.0,27.0,96770000.0,28.0
2008785002910996057,3.0,43.0,157140000.0,68.0
2009706373973411398,3.0,64.0,60690000.0,84.0
2009743027244227348,3.0,34.0,21980000.0,38.0
201226261435270434,1.0,30.0,15190000.0,38.0
2013562667442528717,3.0,29.0,35970000.0,35.0
2017396058039056855,1.0,15.0,30380000.0,17.0
2017733599392792571,7.0,24.0,21990000.0,29.0
2017847299139936256,1.0,12.0,44000000.0,14.0
2018356319850533895,1.0,34.0,61160000.0,46.0
2019475323321472449,3.0,45.0,14350000.0,61.0
2020115174591875878,491.0,216.0,1058600000.0,263.0
2021467453921061473,1.0,26.0,52740000.0,36.0
2022216708424298019,1.0,23.0,16990000.0,25.0
2022590988318962074,10.0,81.0,26290000.0,105.0
2024172620398136134,3.0,23.0,10990000.0,28.0
202488139684365954,6.0,32.0,33590000.0,32.0
2025573844272512720,16.0,171.0,609200000.0,239.0
2026637372991465466,1.0,12.0,33590000.0,13.0
2028483466657374508,1.0,17.0,20290000.0,20.0
2030710570879226632,3.0,31.0,44120000.0,36.0
2032340774982891136,3.0,48.0,9160000.0,56.0
2032509775824369586,6.0,48.0,159950000.0,65.0
2033149648526352722,3.0,133.0,67920000.0,196.0
2033875104727401809,6.0,73.0,49960000.0,91.0
2034812653909210223,2.0,42.0,226870000.0,68.0
203503895549680791,1.0,38.0,24970000.0,47.0
2035309554670535987,6.0,31.0,46760000.0,40.0
2037170738057013329,1.0,23.0,3980000.0,26.0
2039413873699191010,27.0,322.0,651100000.0,431.0
2039492680362282609,3.0,37.0,544080000.0,45.0
204082098779114456,1.0,22.0,35980000.0,27.0
2041392925012676726,15.0,96.0,31090000.0,126.0
2048511066419559359,3.0,173.0,319610000.0,250.0
2048840372158203598,3.0,22.0,59960000.0,25.0
2049524527367859557,14.0,99.0,23490000.0,123.0
2049749565428127211,8.0,16.0,47900000.0,19.0
2050051246311654056,3.0,17.0,55990000.0,17.0
2053317929607865427,3.0,23.0,15990000.0,25.0
2054197499443311442,6.0,21.0,16990000.0,24.0
2055570879390074535,1.0,52.0,101670000.0,63.0
2056532343381851123,3.0,22.0,10390000.0,22.0
205818826345710444,45.0,74.0,11960000.0,90.0
2058369199877139726,3.0,42.0,90370000.0,59.0
205892253400268407,6.0,29.0,43780000.0,33.0
2060318762356474784,6.0,82.0,3980000.0,127.0
2061193526205671721,10.0,59.0,60970000.0,73.0
2061376708156621667,1.0,28.0,53880000.0,36.0
2066533098194954022,1.0,35.0,41270000.0,50.0
2067875176335600242,1.0,73.0,194320000.0,93.0
2069933334566881550,3.0,43.0,201740000.0,61.0
2070184068182824137,3.0,27.0,33680000.0,31.0
2070894761735382608,1.0,17.0,4980000.0,21.0
2070973913663396602,21.0,68.0,104780000.0,92.0
20712449954637118,8.0,48.0,87920000.0,70.0
2071600581309850742,6.0,74.0,1097940000.0,98.0
2072942859070557608,4.0,52.0,54350000.0,67.0
2074164338647079047,464.0,384.0,203920000.0,470.0
2075444661051129697,1.0,30.0,28880000.0,34.0
2076013084401203762,1.0,25.0,13290000.0,39.0
2076204015500549342,3.0,33.0,25480000.0,45.0
2076798586652430197,1.0,18.0,22970000.0,18.0
20772809165725592,6.0,28.0,1912000000.0,30.0
2077293997030984346,10.0,24.0,6990000.0,24.0
2077377423063941153,3.0,23.0,44790000.0,27.0
2078583228250254997,3.0,17.0,15190000.0,17.0
2078956363309304458,1.0,18.0,43970000.0,24.0
2079305443218957036,1035.0,333.0,1167790000.0,409.0
2079822395553835132,6.0,23.0,13290000.0,27.0
2080439773261622224,3.0,16.0,14910000.0,20.0
2081649072154766710,1.0,51.0,367590000.0,67.0
2082463322705444336,1.0,16.0,33590000.0,18.0
2083574620132385053,6.0,63.0,28480000.0,84.0
2084416927014276438,3.0,37.0,28300000.0,47.0
2086102344648063828,1.0,156.0,60940000.0,220.0
2086918960702630134,21.0,73.0,495240000.0,101.0
2086976642856727593,15.0,44.0,16990000.0,51.0
2087690429996100452,3.0,23.0,26580000.0,41.0
2087880022078046202,1.0,14.0,18990000.0,17.0
2090316602240305671,28.0,77.0,143700000.0,102.0
2090714886530233895,1.0,34.0,80980000.0,41.0
2091423130577972797,1.0,14.0,35980000.0,16.0
2091708218998967059,1.0,13.0,877800000.0,14.0
2091880224910053980,1.0,14.0,44790000.0,17.0
2092692131178622106,1.0,28.0,8990000.0,28.0
2093025970866126712,21.0,35.0,44790000.0,36.0
2093134694276222587,1.0,13.0,16730000.0,15.0
20941213751022444,6.0,42.0,38960000.0,51.0
2094695043796060837,2.0,30.0,11290000.0,42.0
2094792722274166219,1.0,23.0,136720000.0,29.0
2097832661008966883,1.0,18.0,15190000.0,38.0
209859376587833277,1.0,21.0,27980000.0,23.0
2099827776599547321,1.0,32.0,98480000.0,36.0
2099864407370022116,1.0,15.0,113520000.0,21.0
2100286135111282949,15.0,54.0,50450000.0,62.0
2101142366050947272,19.0,61.0,91980000.0,74.0
2101739683956099127,3.0,26.0,33980000.0,32.0
2105122376016897629,408.0,203.0,391190000.0,273.0
2105686286348643381,21.0,47.0,53980000.0,68.0
2107066728400193912,3.0,29.0,23990000.0,32.0
2107545883335786195,21.0,57.0,27980000.0,63.0
2107882110513313421,1.0,56.0,48980000.0,79.0
2108070425798338553,20.0,78.0,68980000.0,110.0
2108557365246449094,1.0,21.0,21250000.0,27.0
2109053541085110320,3.0,28.0,85980000.0,35.0
2109062345105733251,10.0,48.0,623760000.0,62.0
2110584778013739100,3.0,40.0,154000000.0,56.0
2114561506253117840,3.0,26.0,10990000.0,31.0
2118542080997390034,1.0,42.0,53450000.0,58.0
